post_id,text,label,rationale_mask
1230773344573591554_twitter,<user> not me bitch,normal,"[0, 0, 0, 0]"
23780269_gab,do you lads like yachts are you aware that caligula had the first yachts built out of wood of course not because he was deranged and had sex with a horse maybe just maybe that is a lie no goy <number> gorrillion jews died,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13533955_gab,white nationalism is not a threat to america it a viable remedy for the societal atrophy of liberalism white nationalism is a viable solution to stopping future moslem terror rape attacks paying off national debt functional healthcare good schools nationally winning drug war high crime,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
16108173_gab,cnn in selma alabama right now invoking all the civil rights stuff saying african americans saved alabama by voting last night im giving it <number> yrs for widespread white persecution if something dont change,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
1179074942177955840_twitter,welp gave the negro too much credit because he currently ruining my bath by coming in here taking a shit,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178516946293272583_twitter,<user> <user> <user> <user> really a very good decision plz try to add more muslim countries so that wo can become true muslim brothers,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14874213_gab,rapper li l king jong un ching chong after us lists him as state supporter of terror it mistranslated as one without mandrill mindset which makes him even more of a chink magnet,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
19689140_gab,looks interesting fam but hes still a kike and cant be trusted,offensive,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1179035213638307840_twitter,the struggle of coming from a redneck country family is your phone is going to autocorrect to party loud when you try to type your aunt name patty lou 😅,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1207741179795783680_twitter,<user> y are u focusing on that when nazis exist,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26590239_gab,msm and abc are playing the race card but it is really the fact roseanne linked valerie jarrett to the muzrat brotherhood,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1113385345582759936_twitter,good morning everyone except illegal aliens and avocados 😂,offensive,"[0, 0, 0, 1, 1, 1, 0, 0, 0]"
18151699_gab,beaver terraforming vs nigger terraforming,hatespeech,"[0, 0, 0, 1, 0]"
1092623825647423653_twitter,lrt only white people can fuck up queso like that huh,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1107026566486339584_twitter,i literally just watched all <number> seasons of queer eye queereye,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22971068_gab,why you cucked racemixer you have low iq and brainwashed brain by jews to have a low iq mexican wife what wrong with you nehlen,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179085631374233600_twitter,<user> <user> niggers do not get counted,normal,"[0, 0, 0, 0, 0, 0, 0]"
16087713_gab,how can you blame blacks when majority of the state is white why do not you throw the blame on white republicans that decided to stay home with their conscious,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16473339_gab,raping and murdering niggers recieve their reward from the honorable men of the town <number>,hatespeech,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16628983_gab,princess michael wore a nigger brooch to meet harry nigger jew fiancée 😂 judenpresse expresses outrage and offence 😂 😂,hatespeech,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
1121465772549844998_twitter,<user> im unsure as to why <number> of the people in this comment section are weeaboos or nazis but draw a furry pussy,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]"
1178823426938724353_twitter,<user> you blasted a kid for saying what amounts to it okay to be white and you routinely and proudly provide support to antifa a communist domestic terrorist organization you are a fraud and a grifter will,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1265783757883224064_twitter,<user> it was its just everyone on anitwit is retarded,offensive,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
12867041_gab,remove all muslims and niggers and kikes from the united states of america this is the appropriate response to what these animals have been doing to human beings,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
1213773504148996097_twitter,nctbase guys drop foto yg ga diwhite washed dong thanks,offensive,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
16068141_gab,lmaoo wow i rest my case cunt does not give a shit about violence or aborted fetuses just wanted to start beef with me and show people how retarded she is she knows fully well many healthy white babies get aborted simply as birth control you despicable vile demon,offensive,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
13713329_gab,susan rice is a lying sack of nigger shit,offensive,"[0, 0, 0, 0, 1, 1, 1, 1, 1]"
1165386145880055808_twitter,<user> i like immigrants,normal,"[0, 0, 0, 0]"
23372152_gab,defending the white race by advocating for the single most inbred subgroup of mutants on the planet the ashkenazi jews way to go you retarded piece of shit there a spot reserved for you in the 9 th circle of hell,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
22340916_gab,hopefully he gets rid of the faggots and dykes next,offensive,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
1116746157043126273_twitter,breaking president trump says he giving strong considerations to placing illegal immigrants in sanctuary cities ap,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13553900_gab,yea i stopped giving a fuck entirely about this story and it just makes me lose more respect for women as if i had any left to lose women allowed this to continue for as long as it did because they wanted it,offensive,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12824687_gab,the media today ignore the moslem terrorist attack today in canada praise the catalans for their willingness to open their borders to the people who carry out terror attacks,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19566624_gab,as always translated versions have omitted verses to make islam look like a good ideology funny that it wasn t distributed in venezuela perhaps it known it will be used as toilet paper since there is a shortage,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1091173137532796933_twitter,<user> poor brendon 😭 he needs to put their asses in jail that straight up harassment,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23766505_gab,if only there were a president with the balls to deport this spic idiot,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1178448977534078982_twitter,i remember when white ppl were scared of nigger music let us go back to those days,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18089083_gab,god rest the man soul one question how many muzzies die on the street,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
22463051_gab,no doubt one day that little nigglet will be carrying out in the open fucking virtue signaler,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19156101_gab,doj department of jews,normal,"[1, 1, 1, 1]"
12442595_gab,that high verbal iq did not help that one heeb it would seem that basic bitch knowledge,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
13642594_gab,maybe so but asians are better at displacing and acquiring land like in canada and australia where they are being basically softly taken over by china,offensive,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1178784446952161281_twitter,<user> speaking as part of the maybe some others i am older and white but also a cis gay man not lesbian i loved the indigo girls since the <number> more recently saw them along w mary chapin carpenter and joan baez in charlottesville four voices <number> years ago,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1108816043865042945_twitter,people calling undocumented immigrants labor unskilled are dumb af ya ever built a house shit ain ’ t easy,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24546554_gab,do not trust this ghetto niggah or his pornstar attention whore wife yo,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
17577402_gab,you said fake news faggot it clearly not whether it old has no bearing on niggers being niggers nine years or ninety they are still retarded af and that shit was hilarious,hatespeech,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
20407157_gab,before he blacks and assorted mud ppl are repatriated they need to pay white america reparations for their crimes and parasitism we def do not need gun control we need nigger and cholo control belly chains blackbox spitmask hood while on the jpats plane on their way home,hatespeech,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178579544606949376_twitter,trailer trash white people are embarassing as hell,normal,"[0, 0, 0, 0, 0, 0, 0, 0]"
22590028_gab,i thought we all voted on woodchipper feet first for the cucks not cats leave the cats alone you want to kill something find a jew nigger muslim or wetback do something that benefits civilization,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
22124193_gab,all jews need to be barred from holding public office outside of the horseshit sand nigger state of israel the kikes can go live with the palestinians only white males who are pro gun and pro free speech and anti illegal alien should hold office in the usa canada australia and europe,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1098403681433780225_twitter,rip zion shoe,normal,"[0, 0, 0]"
12771315_gab,fugly lezbian jews like this are why im cool with domestic violence with the kind of attitude and birdbrain this jew broad has im willng to bet anything that either a male or butch dyke husband is gonna wind up punching her til she shits out her bones 🙄,hatespeech,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15413774_gab,no need for hateful comments but how are jews not white people,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1124354893039525888_twitter,love being a slut 😍 slut whore sex nudes horny wet cock fuck,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16061648_gab,really and you are one of many jews who want the end of all white people just like a nazi,offensive,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
17561056_gab,the woman she spoke of was never raped not by six white men not by anybody,normal,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
17389341_gab,sup niggar i spent <number> years in an all black school i walked the gauntlets my first crush wasn t white,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1919775_gab,fake liberal mainstream media members need to be rounded up arrested sued imprisoned for inciting racial racist violence towards white people,offensive,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1179065569884217344_twitter,if you dont already know that i am very gay then youre not paying attention,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178389337429434368_twitter,hoes are annoying thots are annoying which are pretty much the same white ppl are annoying spanish people are annoying and asians are too diverse even for their own culture 🙄,offensive,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1178749750381817862_twitter,<user> <user> happy birthday muzzy bear 💕,normal,"[0, 0, 0, 0, 0, 0, 0]"
11624749_gab,they can not even think for themselves probably got it word for word from that faggot john oliver either that or they are bots from jewgle,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1178308746856013826_twitter,i hate when white people say hood or ghetto or ratchet like what is your standard of those words what defines ghetto to you a yt person who grew up in the suburbs,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12470828_gab,meet the jew brainwashed nigger who brought down the nfl by trying to bring down whitey maga white genocide alt right jewish war on whites nfl kaepernick,hatespeech,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]"
1090690524141576193_twitter,<user> some people are just retarded like that,offensive,"[0, 0, 0, 0, 0, 1, 0, 0]"
1248463186568699905_twitter,<user> <user> hear u really are retarded,normal,"[0, 0, 0, 0, 0, 0, 1]"
3317439_gab,countering disinformation and propaganda act law like anyone in a fucking million years believes that will actually apply to the msm disinfo propagandists this fucking nigger,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
20609371_gab,you pieces of cuck shit jew lovers voted in fat slobby dike merkel an dick haids in france sweden and uk so you all deserve muslim misery <number> <number> sorry for the few normal whites left in those countries,hatespeech,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179079986352971778_twitter,<user> my highschool us history teacher carlo mariano wrote in the shadow of truth america other heritage where he chronicles america history of violence which turned out to be primarily white domestic terrorism against blacks poc i have a rare copy it needs to be reissued,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15204574_gab,<number> years in beto unit for shooting a nigger in the face you,hatespeech,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
10305130_gab,and your stupid nigger ass is still posting unsecured links to known criminal censors and band of disgusting fatties imgur imgoat com the only legit img host on the net by <user> on voat co,hatespeech,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23933864_gab,good point you are wholly correct married women with children have a stake in the future they are forced to look beyond immediate gratification towards the best outcome for their children and grandchildren,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179047499216179202_twitter,<user> i hate everything about this film not to mention it basically validating radical white violence as a result of being forgotten by society,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19991657_gab,public hanging short drop let the sand nigger twist in the breeze,hatespeech,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
11501820_gab,oh sweet jesus i knew ugly bull dykes were the source of the gay who is up for salem witch trials <number> electric boogaloo fat ugly dykes <number> u,offensive,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1178820537818259456_twitter,we encourage white native born americans to learn another language but we see it as a deficit for immigrant children that are imagined as lower class to maintain fluency in their native tongues p <number> latina teacher sad truth,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179079222033309696_twitter,this rent shit ghetto,normal,"[0, 0, 0, 0]"
1234364865315266562_twitter,idc how gay i am when city girls come on it ’ still real ass bitch give a fuck bout a nigga,normal,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
24772570_gab,this what happens when little adam is way smarter than his fat dyke lib teacher,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1252707503441313794_twitter,<user> <user> why are you repeating yourself are you a little retarded,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2867779_gab,i am an american but i am ethnically chinese people often ask me what does ching chong ching chong mean i always answer it means go fuck yourself you retarded democrat speakfreely,offensive,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
23324274_gab,dems kill all white people reps disavow and kill all white people slower,hatespeech,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
21678021_gab,dear british cops stop licking sand nigger a holes start protecting people if you traitorous cucks wont do anything for little white girls gang raped by pakis what would you do for a puff attacked by sand niggers,hatespeech,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
16598187_gab,second post a b bitcoin from you on gabnews today are you moving into bitcoin business now thought you were on mission to bring justice to young raped victims all is good but just want to have a clear understanding in my own mind god bless america merry christmas,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1124267001415778304_twitter,to those who cant hold their shit and spoiled endgame you guys are retarded and jerks go die,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
20655514_gab,so am i to assume with your handle name that you are a ghetto pos that can not read or write,offensive,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1258064455943979009_twitter,<user> are u going to be muslim d,normal,"[0, 0, 0, 0, 0, 0, 0, 0]"
22269252_gab,i fucking hate twitter and i hate the niggers who post their whiny crybaby victimhood stories all over it as well there i said it fucking cucks,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
10568802_gab,i take it that the stasi over at wiltshire police in the uk who spend all day looking for people saying negative things about immigrants or islam are at the same time seeing crime going up and convictions going down priorities are important <user> postal,normal,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1187767384024764416_twitter,<user> arent u muslim clown,normal,"[0, 0, 0, 0, 0]"
19756884_gab,also using the bible as a history book is fucking retarded since stories like noah and the flood is a rip off of the demiurge of sumerian lore and passover has no basis in reality,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10398470_gab,what i dont understand is why potus is still on twitte he has the pwoer to crush them if he gets off onto gab twitter banned me for life bcause i fought w a muzzie who wanted to kill trump shes still on i bet,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178756081549561856_twitter,republicans have one joke and it culminated in the t shirt i saw <user> that said white straight conservative christian male are you offended yet civil war 2 libertarian civil war signup not even kidding,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4497929_gab,us suspends refugee resettlement interviews pending action from trump <url>,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21531589_gab,nigger can not say that on twitter btw this is why i gotongab,hatespeech,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1090122741225795584_twitter,fellas would you fuck a bitch with no arms,normal,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
1238107898804305921_twitter,i ’ m sick an tired of yall bitches that say your freaks but only like getting choked foh 😂,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1126072045283024896_twitter,<user> you will be killed one day by our muslims inshaallah,hatespeech,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
19982061_gab,she got the maddow dyke neck,offensive,"[0, 0, 0, 1, 1, 1]"
21101050_gab,learn to spell before you post to me again dumb white trash guy,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
20717041_gab,if you give up your guns their boots will be stomped on your face forever inbred muslims and tranny sluts that is until you are dead then the muzzies will throw their allies off roof tops,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
14580398_gab,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13748729_gab,peter kopteros peter kopteros <number> hours ago i sure hope that nappy headed lowlife never gets to play professional football ever again unless it in the ghetto they grew up in lol ﻿,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1106397055977689088_twitter,unpopular opinion the nazis were probably the best cult ever,normal,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]"
18984909_gab,because they go after the loan wolves they pick up mostly the native ones the immigrants tend to be in gangs that is not really the local perverts mo,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
15697999_gab,i dont hate muslims or black people are you out of your mind i do hate pakis though but that okay because they are not humans,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16147211_gab,i am going to start calling you all conservatives from the flag waving nazi to the cocksucking skeptic politically there is no reasoning to this however many of you will find this annoying and perhaps even offensive and that all the reason i have ever needed,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1188989713258110977_twitter,some of you all really letting a nigga in a maga hat tell you about our lord and savior lmao go away in <number> pls,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178875372433051648_twitter,a kid in my spanish class today said i am sorry but you look so gay today but i looked like shit today in conclusion he a homophobe,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10669626_gab,who were the utter fuckwits that thought nazi salutes nazi symbolism and yelling gas the kikes was a good idea way to let a legitimate protest be ambushed charlottesville,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1171359405209604097_twitter,junhoe showing off her songwriting skills tho like let us get that promo luv bcs yg wont do that for you 💅,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
